"ID_PEDIDO";"PEDDTBAIXA";"CLICODIGO";"GCLCODIGO";"SETOR";"PROCODIGO";"TRANSITIONS";"PDPDESCRICAO";"PEDAUTORIZOU";"FISCODIGO";"QTD";"VRVENDA"
13552019;2023-09-01;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2374        ";0;"VARILUX XR DESIGN STY 1.74 BLUE UV";"BARBARA";"5.102  ";2;195,25
13578462;2023-09-01;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"INDIANARA BORG";"5.101  ";2;672,84
13578536;2023-09-06;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13578547;2023-09-05;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"BERNARDO";"6.101  ";2;106,56
13580557;2023-09-12;4154;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"ANA CAROLINA";"5.101  ";2;935,76
13580606;2023-09-05;4154;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"ANA CAROLINA";"5.101  ";2;141,83
13582770;2023-09-04;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"33596958";"5.101  ";2;211,34
13582787;2023-09-04;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"33598114";"5.101  ";2;211,34
13585899;2023-09-05;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;795
13585900;2023-09-01;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;190,55
13585961;2023-09-04;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"DIANESSA";"5.101  ";2;560,28
13585976;2023-09-11;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2361        ";0;"VARILUX XR DESIGN ORMA XPERIO CINZA";"DIANESSA";"5.102  ";2;181,26
13586163;2023-09-01;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;674,88
13586515;2023-09-04;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"KEILA";"5.101  ";2;1021
13586658;2023-09-13;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;674,88
13588995;2023-09-05;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"LUANA";"5.101  ";2;637,56
13589058;2023-09-05;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"DIANESSA";"5.101  ";2;637,56
13589071;2023-09-08;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"DIANESSA";"5.101  ";2;206,51
13589072;2023-09-09;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"LUANA";"5.101  ";2;199,96
13589139;2023-09-05;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"LUANA";"5.101  ";2;637,56
13589166;2023-09-04;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"LUANA";"5.101  ";2;200,04
13589642;2023-09-04;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"INDIANARA BORG";"5.101  ";2;900,48
13589660;2023-09-04;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"INDIANARA BORG";"5.101  ";2;239,93
13589703;2023-09-06;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;674,88
13589926;2023-09-04;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;560,28
13589956;2023-09-04;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;234,2
13590028;2023-09-04;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;795
13590070;2023-09-15;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;191,44
13590077;2023-09-04;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MILANE";"5.101  ";2;653,66
13590117;2023-09-04;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MILANE";"5.101  ";2;249,63
13590245;2023-09-04;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"INDIANARA BORG";"5.101  ";2;637,56
13590274;2023-09-06;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"INDIANARA BORG";"5.101  ";2;194,91
13590493;2023-09-05;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;795
13591807;2023-09-04;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"KIM-MARLON ";"5.101  ";2;179,38
13592220;2023-09-11;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;900,48
13592234;2023-09-06;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;211,07
13592338;2023-09-12;3324;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ANA PAULA";"5.101  ";2;560,28
13592384;2023-09-08;3324;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ANA PAULA";"5.101  ";2;234,2
13593072;2023-09-06;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2379        ";0;"VARILUX XR DESIGN FIT EYE ORMA BLUE UV";"BRUNA";"5.101  ";2;560,28
13593094;2023-09-06;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2418        ";0;"VARILUX XR DESIGN FIT EYE ORMA COLOR";"BRUNA";"5.101  ";2;115,71
13593199;2023-09-06;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SONIA";"5.101  ";2;653,66
13594194;2023-09-06;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13594320;2023-09-05;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SONIA";"5.101  ";2;653,66
13594866;2023-09-12;1903;56;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"ANNA";"5.101  ";2;743,82
13594885;2023-09-08;1903;56;"SETOR 5 - BLUMENAU - VALE";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"ANNA";"5.101  ";2;200,04
13595360;2023-09-06;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BARBARA";"5.101  ";2;709
13595386;2023-09-06;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BARBARA";"5.101  ";2;160,84
13595664;2023-09-12;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2374        ";0;"VARILUX XR DESIGN STY 1.74 BLUE UV";"BARBARA";"5.102  ";2;1744
13595681;2023-09-11;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"INDIANARA BORG";"5.101  ";2;318,78
13595688;2023-09-13;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2374        ";0;"VARILUX XR DESIGN STY 1.74 BLUE UV";"BARBARA";"5.102  ";2;195,25
13595813;2023-09-11;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13595872;2023-09-08;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2379        ";0;"VARILUX XR DESIGN FIT EYE ORMA BLUE UV";"BRUNA";"5.101  ";2;560,28
13595893;2023-09-08;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2379        ";0;"VARILUX XR DESIGN FIT EYE ORMA BLUE UV";"BRUNA";"5.101  ";2;234,2
13596394;2023-09-12;1903;56;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ANNA";"5.101  ";2;653,66
13596422;2023-09-08;1903;56;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"ANNA";"5.101  ";2;190,18
13597068;2023-09-11;3324;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"CAROL MAYER";"5.101  ";2;637,56
13597666;2023-09-11;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2407        ";0;"VARILUX XR PRO ORMA BLUE UV";"A";"6.101  ";2;249,87
13598154;2023-09-12;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;795
13598169;2023-09-12;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"RAFAEL";"5.101  ";2;190,18
13598259;2023-09-11;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"GERVASIO";"5.101  ";2;1202
13598284;2023-09-11;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"GERVASIO";"5.101  ";2;203,03
13598729;2023-09-11;163;12;"SETOR 4 - JOINVILLE - NORTE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";;"5.101  ";2;180,52
13599845;2023-09-12;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"BERNARDO";"6.101  ";2;842,08
13600707;2023-09-11;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"33680390";"5.101  ";2;906
13601204;2023-09-08;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2363        ";1;"VARILUX XR DESIGN ORMA TGEN8 MARROM";"MARCELO";"5.101  ";2;554
13601769;2023-09-12;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2364        ";1;"VARILUX XR DESIGN ORMA TGEN8 VERDE";"SILVANA";"6.101  ";2;959,42
13602063;2023-09-11;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2491        ";0;"VARILUX XR PRO AIRWEAR COLOR";"SANDRA - JANE";"5.101  ";2;222,98
13602125;2023-09-13;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2364        ";1;"VARILUX XR DESIGN ORMA TGEN8 VERDE";"SILVANA";"6.101  ";2;249,74
13602321;2023-09-13;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"INDIANARA BORG";"5.101  ";2;318,78
13602474;2023-09-13;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;770,28
13602509;2023-09-12;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2420        ";0;"VARILUX XR TRACK ORMA COLOR";"JULIANA CARDOSO ";"5.101  ";2;201,43
13602527;2023-09-14;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;560,28
13602528;2023-09-11;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MARCELO";"5.101  ";2;249,77
13603373;2023-09-13;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2389        ";0;"VARILUX XR TRACK ORMA XPERIO CINZA";"A";"6.101  ";2;249,99
13604470;2023-09-13;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"BERNARDO";"6.101  ";2;775,96
13604640;2023-09-11;4154;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"ANA CAROLINA";"5.101  ";2;280,14
13605183;2023-09-15;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"VINICIOSS";"5.101  ";2;560,28
13605250;2023-09-15;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"VINICIOSS";"5.101  ";2;115,71
13605373;2023-09-15;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"VINICIOSS";"5.101  ";2;560,28
13605397;2023-09-25;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"VINICIOSS";"5.101  ";2;234,2
13607162;2023-09-13;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;302,1
13607830;2023-09-14;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"A";"6.101  ";2;458,5
13608216;2023-09-15;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;560,28
13608280;2023-09-13;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"MAYARA";"5.101  ";2;115,71
13608653;2023-09-18;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;560,28
13608662;2023-09-13;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"MAYARA";"5.101  ";2;195,56
13609857;2023-09-18;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;560,28
13609890;2023-09-14;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"MAYARA";"5.101  ";2;195,56
13611036;2023-09-18;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2408        ";1;"VARILUX XR PRO ORMA TGEN8 CINZA";"JOSE- JANE";"5.101  ";2;201,03
13611130;2023-09-15;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2410        ";0;"VARILUX XR PRO AIRWEAR XPERIO CINZA";"A";"6.101  ";2;249,99
13612337;2023-09-14;450;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SONIA";"5.101  ";2;326,83
13612356;2023-09-14;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARCELO";"5.101  ";2;397,5
13612501;2023-09-14;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2410        ";0;"VARILUX XR PRO AIRWEAR XPERIO CINZA";"ROSEMERI - JANE";"5.101  ";2;245,62
13614212;2023-09-15;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2415        ";1;"VARILUX XR PRO STYLIS 1.67 TGEN8 CINZA";"A";"6.101  ";2;2871
13614257;2023-09-19;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2415        ";1;"VARILUX XR PRO STYLIS 1.67 TGEN8 CINZA";"A";"6.101  ";2;249,91
13614421;2023-09-20;3324;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"CAROL MAYER";"5.101  ";2;219,71
13614770;2023-09-19;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAELA";"5.101  ";2;667
13614810;2023-09-19;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAELA";"5.101  ";2;234,2
13615909;2023-09-21;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"GERVASIO";"5.101  ";2;1072
13615927;2023-09-26;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"GERVASIO";"5.101  ";2;239,93
13616259;2023-09-18;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2373        ";1;"VARILUX XR DESIGN STYLIS 1.67 TGEN8 CINZA";"KIM-CRISTA";"5.101  ";2;189,41
13617734;2023-09-19;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2395        ";0;"VARILUX XR TRACK AIRWEAR XPERIO MARROM";"SAMARA- IVONE";"5.101  ";2;241,77
13619072;2023-09-19;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;506,92
13619369;2023-09-20;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;1009,68
13619955;2023-09-19;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13620126;2023-09-21;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;667,8
13620959;2023-09-26;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;667,8
13621244;2023-09-21;1704;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"KAREN";"5.101  ";2;200,04
13622547;2023-09-21;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13622559;2023-09-22;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"BERNARDO";"6.101  ";2;190,26
13622887;2023-09-21;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"LUANA";"5.101  ";2;428,82
13622913;2023-09-25;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"LUANA";"5.101  ";2;900,48
13622931;2023-09-23;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"LUANA";"5.101  ";2;239,93
13622944;2023-09-23;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"LUANA";"5.101  ";2;637,56
13622945;2023-09-25;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"LUANA";"5.101  ";2;236,01
13623246;2023-09-22;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;667
13623652;2023-10-03;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2547        ";1;"VARILUX XR DESIGN STYLIS 1.74 TGEN8 CINZA";"SILVANA";"6.102  ";2;2014,88
13623895;2023-09-27;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2547        ";1;"VARILUX XR DESIGN STYLIS 1.74 TGEN8 CINZA";"SILVANA";"6.102  ";2;249,88
13624145;2023-09-19;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2393        ";0;"VARILUX XR TRACK ORMA BLUE UV";"CAMILA";"5.101  ";2;940,5
13624160;2023-09-21;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2420        ";0;"VARILUX XR TRACK ORMA COLOR";"CAMILA";"5.101  ";2;213,39
13624890;2023-09-25;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"LUANA";"5.101  ";2;486,91
